Andere Liste,Firmenname,Kennzeichnung Link,Anmerkungen,Adresse,PLZ,Stadt,URL,RoWo-Kriterien,A,B,C,D,R,X,Eigene Anlagen/Anteile an Anlagen,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
,Stadtwerke Osnabrück AG,https://www.stadtwerke-osnabrueck.de/privatkunden/energie/strom/stromkennzeichnung.html,,Alte Poststraße 9,49074,Osnabrück,https://www.stadtwerke-osnabrueck.de/privatkunden.html,A,X,,,X,X,,,,,
,Stadtwerke Ostmünsterland GmbH & Co. KG,https://www.so.de/de/privat-produkte/strom/strommix/,,,,,,A,X,,,,,,,,,
True,Stadtwerke Overath Energie GmbH,,,Hauptstrasse 77,51491,Overath,https://o-saft24.de/,R,,,?,,,,,RenewablePLUS,,
,Stadtwerke Paderborn GmbH,https://www.stadtwerke-pb.de/strom/strommix/,,Rolandsweg 80,33102,Paderborn,https://www.stadtwerke-pb.de,RC,naturstrom von PB,,,,,,,,,
,Stadtwerke Pappenheim,https://stadtwerke.pappenheim.eu/fileadmin/redaktion/pdf/Stromkennzeichnung_2017.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Parchim GmbH,https://www.stadtwerke-parchim.de/download.html,,,,,,A,X,,,,,,,,,
,Stadtwerke Pasewalk GmbH,https://www.stadtwerke-pasewalk.de/produkte/strom/stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,Stadtwerke Passau GmbH,https://www.stadtwerke-passau.de/fileadmin/media/energie_und_wasser/SKZ_SWP_2017_31.10.2018.pdf,,Regensburger Straße 29,94036,Passau,https://www.stadtwerke-passau.de/,A,X,,,,X,,,,x,
,Stadtwerke Peine GmbH,https://www.stadtwerke-peine.de/stadtwerke-peine/privatkunden/produkte-tarife/strom/1-strom-pe/strom-kennzeichnung-stadtwerke-peine.html,,Woltorfer Str. 64,31224,Peine,https://www.stadtwerke-peine.de/stadtwerke-peine/,A,X,,,,X,,,,,
,Stadtwerke Pfaffenhofen a. d. Ilm,https://www.stadtwerke-pfaffenhofen.de/strom,nicht aktuell,Michael-Weingartner-Straße 11,85276,Pfaffenhofen a. d. Ilm,https://www.stadtwerke-pfaffenhofen.de/,A,X,,X,,,,,,,Ökostromtarif ohne EEG Anteil
,Stadtwerke Pfarrkirchen,https://www.swpan.de/strom/vertrieb/veroeffentlichungen/,FEHLER negativer Ökostrombetrag?,Äußere-Simbacher-Str. 7,84347,Pfarrkirchen,https://www.swpan.de/home/,A,X,,,,X,,,,,
,Stadtwerke Pfullendorf GmbH,https://www.pfullendorf.de/stadtwerke-wAssets/docs/stromkennzeichnung-fuer-das-lieferjahr-2017.pdf,,Bahnhofstr. 6,88630,Pfullendorf,https://pfullendorf.de/stadtwerke/,A,X,,,,X,,,,,
,Stadtwerke Pinneberg GmbH,https://www.stadtwerke-pinneberg.de/privatkunden/strom/strommix.html,,Am Hafen 67,25421,Pinneberg,https://www.stadtwerke-pinneberg.de/,A,X,,,,X,,,,,
,Stadtwerke Pirmasens Versorgungs GmbH,https://www.stadtwerke-pirmasens.de/de/Service/Veroeffentlichungen-Gesetze-Verordnungen-AGB/,nicht aktuell,An der Streckbrücke 4,66954,Pirmasens,https://www.stadtwerke-pirmasens.de/,A,X,,,,,,,,,
,Stadtwerke Plattling,https://www.stadtwerke-plattling.de/upload/strom/strom_vertrieb/2_Stromkennzeichnung/Kennzeichnung%20der%20Stromlieferung%202017.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Plön Versorgung GmbH,https://stadtwerke-ploen.de/,nicht vorhanden,Lübecker Str. 20,24306,Plön,https://stadtwerke-ploen.de/,A,X,,,,,,,OKPower?,x,
,Stadtwerke Porta Westfalica GmbH,https://www.stadtwerke-porta-westfalica.de/porta-strom/,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Prenzlau GmbH,https://www.stadtwerke-prenzlau.de/privatkunden/strom/stromkennzeichnung,,Freyschmidtstraße 20,17291,Prenzlau,https://www.stadtwerke-prenzlau.de/,A,X,,,,X,,,,,
,Stadtwerke Pritzwalk GmbH,https://www.sw-pritzwalk.de/index.php/produkte/strom/geschaeftskunden-strom-information/stromherkunft,,Gartenstraße 8,16928,Pritzwalk,https://www.sw-pritzwalk.de/,A,X,,,,X,,,,,
,Stadtwerke Pulheim GmbH,https://www.stadtwerke-pulheim.de/index.php?id=248,,Christianstraße 39,50259,Pulheim,https://www.stadtwerke-pulheim.de/index.php?id=255&no_cache=1,A,X,,,,X,,,,,
,Stadtwerke Quedlinburg GmbH,https://www.stadtwerke-quedlinburg.de/cdn/user_upload/Contentbilder/Stromkennzeichnung/Stromkennzeichnung_2017.pdf,,Rathenaustr. 9,6484,Quedlinburg,https://www.stadtwerke-quedlinburg.de/,A,X,,,,X,,,,,
,Stadtwerke Quickborn GmbH,https://www.stadtwerke-quickborn.de/de/Energie-Wasser/Strom/Privatkunden/Quickborn-Ellerau/Q-Strom/Q-Strom1/SW-Quickborn-Stromkennzeichnung2017.pdf,,Pinneberger Str. 2,25451,Quickborn,https://www.stadtwerke-quickborn.de/,A,X,,,,X,,,,,
,Stadtwerke Radevormwald GmbH,https://www.s-w-r.de/stromkennzeichnung.php,,,,,,A,X,,,,,,,,,
,Stadtwerke Radolfzell GmbH,https://www.stadtwerke-radolfzell.de/privatkunden/strom/stromkennzeichnung/,,Untertorstraße 7-9,78315,Radolfzell,https://www.stadtwerke-radolfzell.de,A,X,,,,,,,,,
,Stadtwerke Ramstein-Miesenbach GmbH,https://www.stadtwerke-ramstein.de/fileadmin/dokumente/Strom/pdf/Stromkennzeichnung/Stromkennzeichung_Ramstein_2017.pdf,,Am Neuen Markt 8,66877,Ramstein-Miesenbach,https://www.stadtwerke-ramstein.de,A,X,,,,,,,,,
,Stadtwerke Rastatt GmbH,https://www.stadtwerke-rastatt.de/de/strom/Strommix/,FEHLER Umweltbelastungen,Markgrafenstraße 7,76437,Rastatt,https://www.stadtwerke-rastatt.de,A,X,,,,,,,,,
,Stadtwerke Ratingen GmbH,https://www.stadtwerke-ratingen.de/privatkunde/strom/,,Sandstr.36,40878,Ratingen,Stadtwerke Ratingen GmbH,A,X,,,,,,,,,
,Stadtwerke Rees GmbH,https://stadtwerke-rees.de/,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Reichenbach/Vogtland GmbH,https://www.swrc.de/stadtwerke/strom/?L=0,,Roßplatz 13,8468,Reichenbach,https://www.swrc.de,A,,,,,,,,,,
,Stadtwerke Rendsburg GmbH,https://www.stadtwerke-rendsburg.de/stromkennzeichnung.html,,Am Eiland 12,24768,Rendsburg,https://www.stadtwerke-rendsburg.de,A,X,,,,,,,,,
,Stadtwerke Rhede GmbH,https://www.stadtwerke-rhede.de/privatkunden/strom/stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,Stadtwerke Riesa GmbH,https://www.stw-riesa.de/strom/stadtstrom/,,,,,,A,X,,,,,,,,,
,Stadtwerke Rietberg-Langenberg GmbH,https://www.stadtwerke-rl.de/privatkunden/strom/stromkennzeichnung.html,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Rinteln GmbH,https://www.stadtwerke-rinteln.de/assets/Strom/Stromkennzeichnung-2017.pdf,,Bahnhofsweg 6,31737,Rinteln,https://www.stadtwerke-rinteln.de/,A,X,,,,,,,,,
,Stadtwerke Rosenheim Versorgungs GmbH,https://www.swro.de/versorgung/strom/,nicht aktuell,Bayerstraße 5,83022,Rosenheim,https://www.swro.de,A,X,,,,,,,,,
,StadtWerke Rösrath - Energie GmbH,https://www.stadtwerke-roesrath.de/de/Energie/Strom/Stromkennzeichnung/,,,,,,B,X,"""StadtWerke Rösrath - Energie GmbH"" wurde mit Stadtwerken Aachen STAWAG gegründet (Anteil 49 %)- STAWAG verkauft Kohle- und Atomstrom",X,,,,,OKPower,,
,Stadtwerke Rostock AG,https://www.swrag.de/privatkunden/strom/veroeffentlichungen/stromkennzeichnung.html,,Schmarler Damm 5,18069,Rostock,https://www.swrag.de,A,X,,,,,,,,,
,Stadtwerke Rotenburg (Wümme) GmbH,https://www.stadtwerke-rotenburg.de/tl_files/content/Downloads/strom/Stromkennzeichnung%202017.pdf,,Mittelweg 19,27356,Rotenburg (Wümme),http://www.stadtwerke-rotenburg.de,A,X,,,,,,,,,
,Stadtwerke Roth,https://stadtwerke-roth.de/hp510/Stromkennzeichnung.htm?ITServ=acb377tkka4345sd8itt94e8vit,,Sandgasse 23,91154,Roth,https://stadtwerke-roth.de,A,X,,,,,,,,,
,Stadtwerke Röthenbach a. d. Pegnitz GmbH,https://www.stadtwerke-roethenbach.de//stromvertrieb-stromkennzeichnung.html,FEHLER mit EEG,,,,,A,X,,,,,,,,,
,Stadtwerke Rothenburg o.d.T. GmbH,https://www.stadtwerke-rothenburg.de/images/swr_downloads/gesetze-und-verordnungen/strom/SWR_Stromkennzeichnung_Neu.pdf,,Steinweg 25,91541,Rothenburg o.T.,https://www.stadtwerke-rothenburg.de,A,X,,,,,,,,,
,Stadtwerke Rottenburg am Neckar GmbH,https://www.sw-rottenburg.de/de/Energie/Strom/Stromkennzeichnung/,,Siebenlindenstraße 19,72108,Rottenburg am Neckar,https://www.sw-rottenburg.de,R,,,X,,,,X,,,Bioerdgas
,Stadtwerke Saalfeld GmbH,https://www.stadtwerke-saalfeld.de/files/166CE43BB5F/Stromkennzeichnung%202017%20Internet%20Color_endg%C3%BCltig.pdf,,Remschützer Str. 42,7318,Saalfeld,https://www.stadtwerke-saalfeld.de,A,X,,,,,,,,,
,Stadtwerke Saarlouis GmbH,https://www.swsls.de/assets/pdf/1_1_Strom/1_1_1_Grundversorgungstarif/Strommix%202017%2020181113.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Sangerhausen GmbH,https://www.stadtwerke-sangerhausen.de/files/pdf_vertrieb/strom/veroeffentlichungspflichten/stromkennz_2019.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Schaumburg-Lippe GmbH,https://www.stadtwerke-schaumburg-lippe.de/produkte-und-leistungen/strom/wissenswertes/stromkennzeichnung/,nicht aktuell,An der Gasanstalt 6,31675,Bückeburg,https://www.stadtwerke-schaumburg-lippe.de,A,X,,,,,,,,,
,Stadtwerke Scheinfeld,https://www.stw-scheinfeld.de/11-stadtwerke,nicht aktuell,Karl-Lax-Str. 1,91443,Scheinfeld,https://www.stw-scheinfeld.de,A,X,,,,,,,,,
,Stadtwerke Schifferstadt,https://www.sw-schifferstadt.de/de/Strom/Tarife-Preise/Stromkennzeichnung/Stromkennzeichnung/Stromkennzeichnung-2017-24-09-2018.pdf,FEHLER mit EEG,Mühlstraße 18,67105,Schifferstadt,https://www.sw-schifferstadt.de,A,X,,,,,,,,,
,Stadtwerke Schkeuditz GmbH,https://www.stadtwerke-schkeuditz.de/stromkennzeichnung.html,FEHLER Deutschland-Mix,Edisonstr. 36,4435,Schkeuditz,https://www.stadtwerke-schkeuditz.de,A,X,,,,,,,,,
,Stadtwerke Schlitz,http://www.stadtwerke-schlitz.de/strom/aktuellestromtarife/index.html,nicht aktuell,An der Kirche 4,36110,Schlitz,http://www.stadtwerke-schlitz.de,A,X,,,,,,,,,
,Stadtwerke Schloß Holte-Stukenbrock,https://www.stadtwerke-shs.de/privatkunden/strom/stromkennzeichnung.html,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Schneeberg GmbH,https://www.silberstrom.de/fileadmin/user_upload/2018-10-25_Energietr%C3%A4germix_2017-Homepage.pdf,FEHLER Deutschland-Mix,,,,,A,X,,,,,,,,,
,Stadtwerke Schneverdingen-Neuenkirchen GmbH,https://www.heidjers-stadtwerke.de/de/Stromkennzeichen-Schneverdingen-2017.pdf,,Harburgerstr 21,29640,Schneverdingen,https://www.heidjers-stadtwerke.de,A,X,,,,,,,,,
,Stadtwerke Schönebeck GmbH,https://www.stadtwerke-schoenebeck.de/fileadmin/user_upload/stadtwerke-schoenebeck.de/Documents/Strom/Strommix2017.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Schorndorf GmbH,https://www.stadtwerke-schorndorf.de/privatkunden-produkte/strom/strom-pur/,,Augustenstraße 7,73614,Schorndorf,https://www.stadtwerke-schorndorf.de,A,X,,,,,,,,,
,Stadtwerke Schramberg GmbH & Co. KG,https://www.stadtwerke-schramberg.de/de/Privatkunden/Strom/Stromkennzeichnung,,Gustav-Maier-Straße 11,78713,Schramberg,https://www.stadtwerke-schramberg.de,A,X,,,,,,,,,
,Stadtwerke Schüttorf-Emsbüren GmbH,https://www.swse.de/produkte/strom/strommix/,,Quendorfer Straße 34,48465,Schüttorf,https://www.swse.de,A,X,,,,,,,,,
,Stadtwerke Schwabach GmbH,https://www.stadtwerke-schwabach.de/Energie/Strom/Strom/Grafik-Energiemix-2018.pdf,,Ansbacher Straße.14,91126,Schwabach,https://www.stadtwerke-schwabach.de,A,X,,,,,,,,,
,Stadtwerke Schwäbisch Gmünd GmbH,https://www.stwgd.de/stromtarife.html,,Bürgerstraße 5,73525,Schwäbisch Gmünd,https://www.stwgd.de,A,X,,,,,,,,x,
,Stadtwerke Schwäbisch Hall GmbH,https://www.stadtwerke-hall.de/stromangebot/,,An der Limpurgbrücke 1,74523,Schwäbisch Hall,https://www.stadtwerke-hall.de,A,X,,,,,,,,,
,Stadtwerke Schwarzenberg GmbH,https://www.stadtwerke-schwarzenberg.de/fileadmin/bsdist/stadtwerke/pool/Preisblaetter/Stromkennzeichnung_2017/Stromkennzeichnung_2017.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Schwedt GmbH,https://www.stadtwerke-schwedt.de/assets/files/energie/downloads/Stromkennzeichnung-Rechnung-SWS-2019.pdf,FEHLER Deutschland-Mix,Heinersdorfer Damm 55 - 57,16303,Schwedt/Oder,https://stadtwerke-schwedt.de,A,X,,,,,,,,,
,Stadtwerke Schweinfurt GmbH,https://www.stadtwerke-sw.de/energie/privatkunden/strom/stromkennzeichnung/,,,,,,A,X,,,,,,,,,
,Stadtwerke Schwentinental GmbH,https://www.stadtwerke-schwentinental.de/docs/strom/S_Kennzeichnung_der_Stromlieferung_2016_01_11_2017.pdf,nicht aktuell,Seebrooksberg 1,24222,Schwentinental,https://www.stadtwerke-schwentinental.de,A,X,,,,,,,,,
,Stadtwerke Schwerin GmbH (SWS),"https://www.stadtwerke-schwerin.de/home/pk/strom/mehr_infos_zu_strom/,swsr_inhalt_id,41,swsr_id,45.html",,Eckdrift 43-45,19061,Schwerin,https://stadtwerke-schwerin.de,A,X,,,,,,,,,
,Stadtwerke Schwerte GmbH,https://www.stadtwerke-schwerte.de/fileadmin/stadtwerke-schwerte/user_upload/Produkte/Downloads/strommix.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Schwetzingen GmbH & Co. KG,https://www.stadtwerke-schwetzingen.de/strom/100-prozent-naturenergie/,,Scheffelstr. 16,68723,Schwetzingen,https://www.stadtwerke-schwetzingen.de,A,X,vertreibt Strom von NaturEnergie / Energiedienst,,,,,,,,
,Stadtwerke Senftenberg GmbH,https://www.stadtwerke-senftenberg.de/de/strom/veroeffentlichungspflichten/enwg.html,,,,,,A,X,,,,,,,,,
,Stadtwerke Sigmaringen,http://www.stadtwerke-sigmaringen.de/de/Strom/Stromtarife/SIG-strom-classic/Rechte-Seite/Diagramm-neu.pdf,,Fürst-Wilhelm-Str.15,72488,Sigmaringen,https://www.stadtwerke-sigmaringen.de,A,X,,,,,,,,,
,Stadtwerke Sindelfingen GmbH,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=2ahUKEwjbgcvD1IjfAhUEDywKHT2OCpIQFjAAegQIAhAC&url=https%3A%2F%2Fwww.stadtwerke-sindelfingen.de%2Ffileadmin%2Fstadtwerke-sindelfingen.de%2Fassets%2Fstrom%2Fstromkennzeichnung-stadtwerke-sindelfingen.pdf&usg=AOvVaw0aajdtOMGYZJvmyWbLMteY,,,,,,A,X,,,,,,,,,
,Stadtwerke Soest GmbH,https://www.stadtwerke-soest.de/privatkunden/strom/stromkennzeichnung,,Aldegreverwall 12,59494,Soest,https://www.stadtwerke-soest.de,A,X,,,,,,,,,
,Stadtwerke Solingen GmbH,https://www.stadtwerke-solingen.de/privat-gewerbekunden/strom/strommixstromkennzeichnung/,,Beethovenstr. 210,42655,Solingen,https://www.stadtwerke-solingen.de,A,X,,,,,,,,,
,Stadtwerke Soltau GmbH & Co. KG,https://www.sw-soltau.de/privatkunden/naturstrom.html,,Weinberg 46,29614,Soltau,https://www.sw-soltau.de,R,,,?,,,,X,TÜV Rheinland,,"bietet 100% ""Naturgas"""
,Stadtwerke Sondershausen GmbH,https://www.stadtwerke-sondershausen.de/emodul/project/upload/service/Stromkennzeichnung_2017.pdf,,Johann-Karl-Wezel-Straße 65,99706,Sondershausen,https://www.stadtwerke-sondershausen.de,A,X,,,,,,,,,
,Stadtwerke Speyer GmbH,https://www.stadtwerke-speyer.de/de/Privatkunden/Strom/Stromkennzeichnung/Stromkennzeichnung/Stromkennzeichnung-2017.pdf,,Georg-Peter-Süß Str. 2,67346,Speyer,https://www.stadtwerke-speyer.de,A,X,,,,,,,,,
,Stadtwerke Springe GmbH,https://www.stadtwerke-springe.de/privatkunden/stromprodukte/stromkennzeichnung/,,Zum Oberntor 19,31832,Springe,https://www.stadtwerke-springe.de,A,X,,,,,,,,,
,Stadtwerke St. Ingbert GmbH,https://www.sw-igb.de/strom/stromkennzeichnung.html,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Stade GmbH,https://www.stadtwerke-stade.de/de/strom/produkte.html,nicht aktuell,Hansestr. 18,21682,Stade,https://www.stadtwerke-stade.de,A,X,,,,,,,,,
,Stadtwerke Stadtoldendorf GmbH,https://www.stadtwerke-stadtoldendorf.de/stromkennzeichnung.html,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Stadtroda GmbH,https://www.stadtwerke-stadtroda.de/service/formulare/informationen-und-erlaeuterungen/#images,,,,,,A,X,,,,,,,,,
,Stadtwerke Staßfurt GmbH,http://www.stadtwerke-stassfurt.de/de/Privatkunden/Strom/Stromkennzeichnung/Stromkennzeichnung/Stromkennzeichnung.pdf,,Athenslebener Weg 15,39418,Staßfurt,http://www.stadtwerke-stassfurt.de,A,X,,,,,,,,,
,Stadtwerke Steinfurt GmbH,https://www.swst.de/produkte/strom/stromkennzeichnung,,,,,,A,X,,,,,,,,,
,Stadtwerke Stein GmbH & Co. KG,https://www.stst.de/de/STROM/Stromkennzeichnung/Strommix.html,,Wilhelmstraße 5,90547,Stein,https://www.stst.de,A,X,,,,,,,,,
,Stadtwerke Stendal GmbH,http://www.stadtwerke-stendal.de/de/Strom/Stromkennzeichnung/,,Rathenower Str. 1,39576,Stendal,https://www.stadtwerke-stendal.de,A,X,,,,,,,,,
,Stadtwerke Stockach GmbH,https://www.stadtwerke-stockach.de/de/energie/strom/stromkennzeichnung.html,,Ablaßwiesen 8,78333,Stockach,https://www.stadtwerke-stockach.de,A,X,"ENBW Beteiligung: 25,1%",?,,,,X,,, Angebot mit Biogas Anteil
,Stadtwerke Straubing Strom und Gas GmbH,https://www.stadtwerke-straubing.com/index.cfm?resid=0&res=1024&sid=2&skt=5187,,Sedanstraße 10 - Heerstraße 43,94315,Straubing,https://www.stadtwerke-straubing.com,A,X,"Bayernwerk AG, Beteoligung 19,9%",,,,,,,,
,Stadtwerke Strausberg GmbH,https://ssg-strausberg.de/str-stromzusammensetzung.htm,nicht aktuell,Kastanienallee 38,15344,Strausberg,https://ssg-strausberg.de,A,X,,,,,,,,,
,Stadtwerke - Strom Plauen GmbH & Co. KG,https://www.stadtwerke-strom-plauen.de/de/wissenswertes/stromkennzeichnung/,,Hammerstraße 68,8523,Plauen,https://www.stadtwerke-strom-plauen.de/de/,A,X,,,,X,,,,,
,Stadtwerke Suhl/Zella-Mehlis GmbH,https://www.swsz.de/privatkunden/produkte/strom/stromkennzeichnung.html,nicht aktuell,Fröhliche-Mann-Straße 2,98528,Suhl,https://www.swsz.de,A,X,,,,,,,,,
,Stadtwerke Sulzbach/Saar GmbH,https://www.stadtwerke-sulzbach.de/product/1,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Tecklenburger Land Energie GmbH,https://www.stadtwerke-tecklenburgerland.de/produkte/strom/produkte/mein-te-strom-garant-pk.html?tx_onlineservice_product%5BlocalSettings%5D%5Bcustomer%5D=0&tx_onlineservice_product%5BlocalSettings%5D%5Bsupply%5D=0&tx_onlineservice_product%5Baction%5D=detailZip&tx_onlineservice_product%5Bcontroller%5D=Product&cHash=5c580833fc83638ce842529fc805fae3,,Zechenstraße 10,49477,Ibbenbüren,https://www.stadtwerke-tecklenburgerland.de,A,X,,,,,,,,x,
,Stadtwerke Teterow GmbH,https://sw-teterow.de/downloadcenter,nicht aktuell,Gasstraße 26,17166,Teterow,https://sw-teterow.de,A,X,,,,,,,,,
,Stadtwerke Thale GmbH,https://www.stadtwerke-thale.de/de/privatkunden/thalestrom/stromherkunftsnachweis/index.html,,Tunnelweg 2,6502,Thale,https://www.stadtwerke-thale.de,A,X,,,,,,,,,
,Stadtwerke Tirschenreuth,https://www.stadtwerke-tir.de/fileadmin/user_upload/Downloads/strom/Emix.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Torgau GmbH,https://stadtwerke-torgau.de/unternehmen/ueber-uns/veroeffentlichungen/,,Fischerdörfchen 11,4860,Torgau,https://stadtwerke-torgau.de,A,X,,,,,,,,,
,Stadtwerke Tornesch GmbH,https://www.sw-tornesch.de/de/Energie-Wasser/Strom/Stromkennzeichnung/,FEHLER mit EEG,Esinger Straße 1,25436,Tornesch,https://www.sw-tornesch.de,A,X,,,,,,,,,
,Stadtwerke Traunstein GmbH & Co. KG,https://www.stadtwerketraunstein.de/produkte-preise/strom/stromkennzeichnung/,,Gasstrasse 37,83278,Traunstein,https://www.stadtwerketraunstein.de,A,X,,,,,,,,,
,Stadtwerke Treuchtlingen,https://www.sw-trl.de/fileadmin/Strom/Stromkennzeichnung_2017.pdf,,Dürerstraße 26,91757,Treuchtlingen,https://www.sw-trl.de,A,X,,,,,,,,,
,Stadtwerke Troisdorf GmbH,https://www.stadtwerke-troisdorf.de/strom/stromkennzeichnung/,,Poststr. 105,53840,Troisdorf,https://www.stadtwerke-troisdorf.de,R,,,?,,,,X,RenewablePLUS,,
,Stadtwerke Trostberg Stromversorgung GmbH,https://www.stadtwerke-trostberg.de/07gzqbmuiaewswtrostberg-cms_extract.html?back=true&select_set=Standard&start=20,,Friedrich-Ebert-Str. 2,83308,Trostberg,https://www.stadtwerke-trostberg.de,A,X,,,,,,,,,
,Stadtwerke Tübingen GmbH,https://www.swtue.de/energie/strom/fragen-zur-stromversorgung.html,,Eisenhutstr.6,72072,Tübingen,https://www.swtue.de,A,X,,,,,,,,,
,Stadtwerke Tuttlingen GmbH,https://www.swtenergie.de/produkte/strom/,,Bahnhofstr. 120,78532,Tuttlingen,https://www.swtenergie.de,A,X,,,,,,,,,
,Stadtwerke Uelzen GmbH,https://www.stadtwerke-uelzen.de/Files/downloads/Stromkennzeichnung%202017_smart%20w%C3%A4rme_1541665048.pdf,,Im neuen Felde 105,29525,Uelzen,https://www.stadtwerke-uelzen.de,A,X,,,,,,,,,
,Stadtwerke Uetersen GmbH,https://www.stadtwerkeuetersen.de/de/Kopfnavigation/Privatkunden/Privatkunden/2019-Preisblatt-SWUeTornesch-20181213.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Uffenheim,https://www.stadtwerke-uffenheim.de/strom/stromprodukte/,nicht aktuell,Ringstraße 10,97215,Uffenheim,https://www.stadtwerke-uffenheim.de,A,X,,,,,,,,,
,Stadtwerke Unna GmbH,https://www.sw-unna.de/tarife/strom/stromkennzeichnung/,,Heinrich-Hertz-Str. 2,59423,Unna,https://www.sw-unna.de,A,X,,,,,,,,,
,Stadtwerke Uslar GmbH,https://www.stadtwerke-uslar.de/strom/kennzeichnung.html,nicht aktuell,Alleestr. 6-8,37170,Uslar,https://www.stadtwerke-uslar.de,A,X,,?,,,,,,,
,Stadtwerke Velbert GmbH,https://www.stadtwerke-velbert.de/privatkunden-service/downloadcenter/,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Velten GmbH,https://www.stadtwerke-velten.de/strom/stromkennzeichnung,,Viktoriastr. 12,16727,Velten,https://www.stadtwerke-velten.de,A,X,,,,,,,,,
,Stadtwerke Verden GmbH,https://www.stadtwerke-verden.de/privatkunden/produkte/strom.html,,Weserstraße 26,27283,Verden,https://www.stadtwerke-verden.de,A,X,,,,,,,,,
,Stadtwerke Viernheim GmbH,https://www.stadtwerke-viernheim.de/service/veroeffentlichungspflichten/stromkennzeichung.html,,Industriestraße 2,68519,Viernheim,https://www.stadtwerke-viernheim.de,A,X,,,,,,,,,
,Stadtwerke Villingen-Schwenningen GmbH,https://www.svs-energie.de/produkte-dienstleistungen/strom/strommix.html,,Pforzheimer Str. 1,78048,Villingen-Schwenningen,https://www.svs-energie.de,A,X,,,,,,,,,
,Stadtwerke Vilsbiburg,"https://www.stw-vilsbiburg.de/index.php?id=0,343",,Kindlmühlestraße 2,84137,Vilsbiburg,https://www.stw-vilsbiburg.de,A,X,,,,,,,,,
,Stadtwerke Vilshofen GmbH,https://www.stadtwerke-vilshofen.de/,nicht vorhanden,,,,,A,X,,,,,,,,,
,Stadtwerke Vlotho GmbH,https://www.stadtwerke-vlotho.de/wp-content/uploads/2018/05/Preisblatt-Vlotho-Strom-01_01_18.pdf,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Voerde GmbH,https://www.stadtwerke-voerde.de/oekostrom/allgemeine-hinweise/stromkennzeichnung/,,Rathausplatz 20 ,46562,Voerde,https://www.stadtwerke-voerde.de,RC,,,,,,,,,,Ökogas Angebot
,Stadtwerke Völklingen Vertrieb GmbH,https://www.my-stadtwerk.de/,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Wachenheim,https://www.swwachenheim.de/downloads-960.html,nicht aktuell,Weinstr. 16,67157,Wachenheim,https://www.swwachenheim.de,A,X,,?,,,,,,,
,Stadtwerke Wadern GmbH,https://www.swwadern.de/,nicht aktuell,,,,,A,X,,,,,,,,,
,Stadtwerke Waiblingen GmbH,https://www.stadtwerke-waiblingen.de/index.php/stromkennzeichnung.html,,Schorndorfer Straße 67,71332,Waiblingen,https://stadtwerke-waiblingen.de,A,X,,,,,,,,,
,Stadtwerke Waldkirchen,https://stadtwerke-waldkirchen.de/wp-content/uploads/2018/10/Stromkennzeichnung-2017.pdf,FEHLER negativer Ökostrombetrag?,,,,,A,X,,,,,,,,,
,Stadtwerke Waldkirch GmbH,https://www.stadtwerke-waldkirch.de/fileadmin/user_upload/download/strom/Grafik_Stromkennzeichnung_2018.pdf,,Fabrikstraße 15,79183,Waldkirch,http://www.stadtwerke-waldkirch.de,R,,,,,,,X,,,
,Stadtwerke Waldkraiburg GmbH,https://www.waldkraiburg.de/de/stromkennzeichnung/,,Meisenweg 1,84478,Waldkraiburg,https://www.waldkraiburg.de,A,X,,,,,,,,,
,Stadtwerke Waldmünchen,https://stadtwerke-waldmuenchen.de/Stromkennzeichung_WUM_2017.pdf,,,,,,A,X,,,,,,,,,
,Stadtwerke Waldshut-Tiengen GmbH,http://www.stadtwerke-wt.de/de/Strom/Stromkennzeichnung/,,Peter-Thumb-Str. 1,79761,Waldshut-Tiengen,https://www.stadtwerke-wt.de,A,X,,,,,,,,,
,Stadtwerke Walldorf GmbH & Co. KG,https://www.stadtwerke-walldorf.de/produkte/strom/#1540288961590-b2db8623-81f0,,Altrottstraße 39,69190,Walldorf,https://www.stadtwerke-walldorf.de,A,X,,,,,,,,,
