Lichtblick Liste,RoWo Liste,Firmenname,Erneuerbare Energien 2,Link Stromkennzeichnung,Anmerkungen,Adresse,PLZ,Stadt,URL,RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
True,True,Stadtwerke Pirmasens Versorgungs GmbH,0.00%,https://www.stadtwerke-pirmasens.de/de/Service/Veroeffentlichungen-Gesetze-Verordnungen-AGB/,nicht aktuell,An der Streckbrücke 4,66954,Pirmasens,https://www.stadtwerke-pirmasens.de/,A,,,,,,,,,,
True,,Stadtwerke Plattling,3.43%,https://www.stadtwerke-plattling.de/upload/strom/strom_vertrieb/2_Stromkennzeichnung/Kennzeichnung%20der%20Stromlieferung%202017.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Plön Versorgung GmbH,0.00%,https://stadtwerke-ploen.de/,nicht vorhanden,Lübecker Str. 20,24306,Plön,https://stadtwerke-ploen.de/,?,,,,,,,,Okpower?,x,
True,,Stadtwerke Porta Westfalica GmbH,0.00%,https://www.stadtwerke-porta-westfalica.de/porta-strom/,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Prenzlau GmbH,2.34%,https://www.stadtwerke-prenzlau.de/privatkunden/strom/stromkennzeichnung,,Freyschmidtstraße 20,17291,Prenzlau,https://www.stadtwerke-prenzlau.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Pritzwalk GmbH,17.41%,https://www.sw-pritzwalk.de/index.php/produkte/strom/geschaeftskunden-strom-information/stromherkunft,,Gartenstraße 8,16928,Pritzwalk,https://www.sw-pritzwalk.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Pulheim GmbH,14.01%,https://www.stadtwerke-pulheim.de/index.php?id=248,,Christianstraße 39,50259,Pulheim,https://www.stadtwerke-pulheim.de/index.php?id=255&no_cache=1,A,x,,,,x,,,,,
True,True,Stadtwerke Quedlinburg GmbH,8.32%,https://www.stadtwerke-quedlinburg.de/cdn/user_upload/Contentbilder/Stromkennzeichnung/Stromkennzeichnung_2017.pdf,,Rathenaustr. 9,6484,Quedlinburg,https://www.stadtwerke-quedlinburg.de/,A,x,,,,x,,,,,
True,True,Stadtwerke Quickborn GmbH,21.02%,https://www.stadtwerke-quickborn.de/de/Energie-Wasser/Strom/Privatkunden/Quickborn-Ellerau/Q-Strom/Q-Strom1/SW-Quickborn-Stromkennzeichnung2017.pdf,,Pinneberger Str. 2,25451,Quickborn,https://www.stadtwerke-quickborn.de/,A,x,,,,x,,,,,
True,,Stadtwerke Radevormwald GmbH,0.64%,https://www.s-w-r.de/stromkennzeichnung.php,,,,,,,,,,,,,,,,
True,True,Stadtwerke Radolfzell GmbH,49.49%,https://www.stadtwerke-radolfzell.de/privatkunden/strom/stromkennzeichnung/,,Untertorstraße 7-9,78315,Radolfzell,https://www.stadtwerke-radolfzell.de,A,,,,,,,,,,
True,True,Stadtwerke Ramstein-Miesenbach GmbH,0.00%,https://www.stadtwerke-ramstein.de/fileadmin/dokumente/Strom/pdf/Stromkennzeichnung/Stromkennzeichung_Ramstein_2017.pdf,,Am Neuen Markt 8,66877,Ramstein-Miesenbach,https://www.stadtwerke-ramstein.de,A,,,,,,,,,,
True,True,Stadtwerke Rastatt GmbH,7.22%,https://www.stadtwerke-rastatt.de/de/strom/Strommix/,FEHLER Umweltbelastungen,Markgrafenstraße 7,76437,Rastatt,https://www.stadtwerke-rastatt.de,A,,,,,,,,,,
True,True,Stadtwerke Ratingen GmbH,12.29%,https://www.stadtwerke-ratingen.de/privatkunde/strom/,,Sandstr.36,40878,Ratingen,Stadtwerke Ratingen GmbH,A,,,,,,,,,,
True,,Stadtwerke Rees GmbH,0.00%,https://stadtwerke-rees.de/,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Reichenbach/Vogtland GmbH,100.00%,https://www.swrc.de/stadtwerke/strom/?L=0,,Roßplatz 13,8468,Reichenbach,https://www.swrc.de,A,,,,,,,,,,
True,True,Stadtwerke Rendsburg GmbH,32.06%,https://www.stadtwerke-rendsburg.de/stromkennzeichnung.html,,Am Eiland 12,24768,Rendsburg,https://www.stadtwerke-rendsburg.de,A,,,,,,,,,,
True,,Stadtwerke Rhede GmbH,3.61%,https://www.stadtwerke-rhede.de/privatkunden/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,,Stadtwerke Riesa GmbH,0.42%,https://www.stw-riesa.de/strom/stadtstrom/,,,,,,,,,,,,,,,,
True,,Stadtwerke Rietberg-Langenberg GmbH,0.00%,https://www.stadtwerke-rl.de/privatkunden/strom/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Rinteln GmbH,8.07%,https://www.stadtwerke-rinteln.de/assets/Strom/Stromkennzeichnung-2017.pdf,,Bahnhofsweg 6,31737,Rinteln,https://www.stadtwerke-rinteln.de/,A,,,,,,,,,,
True,True,Stadtwerke Rosenheim Versorgungs GmbH,0.00%,https://www.swro.de/versorgung/strom/,nicht aktuell,Bayerstraße 5,83022,Rosenheim,https://www.swro.de,A,,,,,,,,,,
True,,StadtWerke Rösrath - Energie GmbH,100.00%,https://www.stadtwerke-roesrath.de/de/Energie/Strom/Stromkennzeichnung/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Rostock AG,73.10%,https://www.swrag.de/privatkunden/strom/veroeffentlichungen/stromkennzeichnung.html,,Schmarler Damm 5,18069,Rostock,https://www.swrag.de,A,13% Erdgas,,,,,,,,,
True,True,Stadtwerke Rotenburg (Wümme) GmbH,8.49%,https://www.stadtwerke-rotenburg.de/tl_files/content/Downloads/strom/Stromkennzeichnung%202017.pdf,,Mittelweg 19,27356,Rotenburg (Wümme),http://www.stadtwerke-rotenburg.de,A,,,,,,,,,,
True,True,Stadtwerke Roth,12.74%,https://stadtwerke-roth.de/hp510/Stromkennzeichnung.htm?ITServ=acb377tkka4345sd8itt94e8vit,,Sandgasse 23,91154,Roth,https://stadtwerke-roth.de,A,,,,,,,,,,
True,,Stadtwerke Röthenbach a. d. Pegnitz GmbH,7.32%,https://www.stadtwerke-roethenbach.de//stromvertrieb-stromkennzeichnung.html,FEHLER mit EEG,,,,,,,,,,,,,,,
True,True,Stadtwerke Rothenburg o.d.T. GmbH,5.52%,https://www.stadtwerke-rothenburg.de/images/swr_downloads/gesetze-und-verordnungen/strom/SWR_Stromkennzeichnung_Neu.pdf,,Steinweg 25,91541,Rothenburg o.T.,https://www.stadtwerke-rothenburg.de,A,,,,,,,,,,
True,True,Stadtwerke Rottenburg am Neckar GmbH,100.00%,https://www.sw-rottenburg.de/de/Energie/Strom/Stromkennzeichnung/,,Siebenlindenstraße 19,72108,Rottenburg am Neckar,https://www.sw-rottenburg.de,R,,,X,,,,X,,,Bioerdgas
True,True,Stadtwerke Saalfeld GmbH,0.64%,https://www.stadtwerke-saalfeld.de/files/166CE43BB5F/Stromkennzeichnung%202017%20Internet%20Color_endg%C3%BCltig.pdf,,Remschützer Str. 42,7318,Saalfeld,https://www.stadtwerke-saalfeld.de,A,,,,,,,,,,
True,,Stadtwerke Saarlouis GmbH,12.79%,https://www.swsls.de/assets/pdf/1_1_Strom/1_1_1_Grundversorgungstarif/Strommix%202017%2020181113.pdf,,,,,,,,,,,,,,,,
True,,Stadtwerke Sangerhausen GmbH,50.11%,https://www.stadtwerke-sangerhausen.de/files/pdf_vertrieb/strom/veroeffentlichungspflichten/stromkennz_2019.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Schaumburg-Lippe GmbH,0.00%,https://www.stadtwerke-schaumburg-lippe.de/produkte-und-leistungen/strom/wissenswertes/stromkennzeichnung/,nicht aktuell,An der Gasanstalt 6,31675,Bückeburg,https://www.stadtwerke-schaumburg-lippe.de,A,,,,,,,,,,
True,True,Stadtwerke Scheinfeld,0.00%,https://www.stw-scheinfeld.de/11-stadtwerke,nicht aktuell,Karl-Lax-Str. 1,91443,Scheinfeld,https://www.stw-scheinfeld.de,A,,,,,,,,,,
True,True,Stadtwerke Schifferstadt,72.80%,https://www.sw-schifferstadt.de/de/Strom/Tarife-Preise/Stromkennzeichnung/Stromkennzeichnung/Stromkennzeichnung-2017-24-09-2018.pdf,FEHLER mit EEG,Mühlstraße 18,67105,Schifferstadt,https://www.sw-schifferstadt.de,A,,,,,,,,,,
True,True,Stadtwerke Schkeuditz GmbH,6.37%,https://www.stadtwerke-schkeuditz.de/stromkennzeichnung.html,FEHLER Deutschland-Mix,Edisonstr. 36,4435,Schkeuditz,https://www.stadtwerke-schkeuditz.de,A,,,,,,,,,,
True,True,Stadtwerke Schlitz,0.00%,http://www.stadtwerke-schlitz.de/strom/aktuellestromtarife/index.html,nicht aktuell,An der Kirche 4,36110,Schlitz,http://www.stadtwerke-schlitz.de,A,,,,,,,,,,
True,,Stadtwerke Schloß Holte-Stukenbrock,0.00%,https://www.stadtwerke-shs.de/privatkunden/strom/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,
True,,Stadtwerke Schneeberg GmbH,0.21%,https://www.silberstrom.de/fileadmin/user_upload/2018-10-25_Energietr%C3%A4germix_2017-Homepage.pdf,FEHLER Deutschland-Mix,,,,,,,,,,,,,,,
True,True,Stadtwerke Schneverdingen-Neuenkirchen GmbH,9.77%,https://www.heidjers-stadtwerke.de/de/Stromkennzeichen-Schneverdingen-2017.pdf,,Harburgerstr 21,29640,Schneverdingen,https://www.heidjers-stadtwerke.de,A,,,,,,,,,,
True,,Stadtwerke Schönebeck GmbH,0.04%,https://www.stadtwerke-schoenebeck.de/fileadmin/user_upload/stadtwerke-schoenebeck.de/Documents/Strom/Strommix2017.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Schorndorf GmbH,52.87%,https://www.stadtwerke-schorndorf.de/privatkunden-produkte/strom/strom-pur/,,Augustenstraße 7,73614,Schorndorf,https://www.stadtwerke-schorndorf.de,A,,,,,,,,,,
True,True,Stadtwerke Schramberg GmbH & Co. KG,2.12%,https://www.stadtwerke-schramberg.de/de/Privatkunden/Strom/Stromkennzeichnung,,Gustav-Maier-Straße 11,78713,Schramberg,https://www.stadtwerke-schramberg.de,A,,,,,,,,,,
True,True,Stadtwerke Schüttorf-Emsbüren GmbH,61.15%,https://www.swse.de/produkte/strom/strommix/,,Quendorfer Straße 34,48465,Schüttorf,https://www.swse.de,A,,,,,,,,,,
True,True,Stadtwerke Schwabach GmbH,2.34%,https://www.stadtwerke-schwabach.de/Energie/Strom/Strom/Grafik-Energiemix-2018.pdf,,Ansbacher Straße.14,91126,Schwabach,https://www.stadtwerke-schwabach.de,A,,,,,,,,,,
True,True,Stadtwerke Schwäbisch Gmünd GmbH,2.97%,https://www.stwgd.de/stromtarife.html,,Bürgerstraße 5,73525,Schwäbisch Gmünd,https://www.stwgd.de,?,,,,,,,,,x,
True,True,Stadtwerke Schwäbisch Hall GmbH,23.57%,https://www.stadtwerke-hall.de/stromangebot/,,An der Limpurgbrücke 1,74523,Schwäbisch Hall,https://www.stadtwerke-hall.de,A,,,,,,,,,,
True,,Stadtwerke Schwarzenberg GmbH,0.21%,https://www.stadtwerke-schwarzenberg.de/fileadmin/bsdist/stadtwerke/pool/Preisblaetter/Stromkennzeichnung_2017/Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Schwedt GmbH,17.86%,https://www.stadtwerke-schwedt.de/assets/files/energie/downloads/Stromkennzeichnung-Rechnung-SWS-2019.pdf,FEHLER Deutschland-Mix,Heinersdorfer Damm 55 - 57,16303,Schwedt/Oder,https://stadtwerke-schwedt.de,A,,,,,,,,,,
True,,Stadtwerke Schweinfurt GmbH,7.12%,https://www.stadtwerke-sw.de/energie/privatkunden/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,True,Stadtwerke Schwentinental GmbH,0.00%,https://www.stadtwerke-schwentinental.de/docs/strom/S_Kennzeichnung_der_Stromlieferung_2016_01_11_2017.pdf,nicht aktuell,Seebrooksberg 1,24222,Schwentinental,https://www.stadtwerke-schwentinental.de,A,,,,,,,,,,
True,True,Stadtwerke Schwerin GmbH (SWS),8.51%,"https://www.stadtwerke-schwerin.de/home/pk/strom/mehr_infos_zu_strom/,swsr_inhalt_id,41,swsr_id,45.html",,Eckdrift 43-45,19061,Schwerin,https://stadtwerke-schwerin.de,A,,,,,,,,,,
True,,Stadtwerke Schwerte GmbH,25.48%,https://www.stadtwerke-schwerte.de/fileadmin/stadtwerke-schwerte/user_upload/Produkte/Downloads/strommix.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Schwetzingen GmbH & Co. KG,56.60%,https://www.stadtwerke-schwetzingen.de/strom/100-prozent-naturenergie/,,Scheffelstr. 16,68723,Schwetzingen,https://www.stadtwerke-schwetzingen.de,B,,vertreibt Strom von NaturEnergie / Energiedienst,,,,,,,,
True,,Stadtwerke Senftenberg GmbH,0.00%,https://www.stadtwerke-senftenberg.de/de/strom/veroeffentlichungspflichten/enwg.html,,,,,,,,,,,,,,,,
True,True,Stadtwerke Sigmaringen,71.62%,http://www.stadtwerke-sigmaringen.de/de/Strom/Stromtarife/SIG-strom-classic/Rechte-Seite/Diagramm-neu.pdf,,Fürst-Wilhelm-Str.15,72488,Sigmaringen,https://www.stadtwerke-sigmaringen.de,A,,,,,,,,,,
True,,Stadtwerke Sindelfingen GmbH,0.85%,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=2ahUKEwjbgcvD1IjfAhUEDywKHT2OCpIQFjAAegQIAhAC&url=https%3A%2F%2Fwww.stadtwerke-sindelfingen.de%2Ffileadmin%2Fstadtwerke-sindelfingen.de%2Fassets%2Fstrom%2Fstromkennzeichnung-stadtwerke-sindelfingen.pdf&usg=AOvVaw0aajdtOMGYZJvmyWbLMteY,,,,,,,,,,,,,,,,
True,True,Stadtwerke Soest GmbH,36.54%,https://www.stadtwerke-soest.de/privatkunden/strom/stromkennzeichnung,,Aldegreverwall 12,59494,Soest,https://www.stadtwerke-soest.de,A,,,,,,,,,,
True,True,Stadtwerke Solingen GmbH,26.53%,https://www.stadtwerke-solingen.de/privat-gewerbekunden/strom/strommixstromkennzeichnung/,,Beethovenstr. 210,42655,Solingen,https://www.stadtwerke-solingen.de,A,,,,,,,,,,
True,True,Stadtwerke Soltau GmbH & Co. KG,100.00%,https://www.sw-soltau.de/privatkunden/naturstrom.html,,Weinberg 46,29614,Soltau,https://www.sw-soltau.de,R,,,?,,,,X,TÜV Rheinland,,"bietet 100% ""Naturgas"""
True,True,Stadtwerke Sondershausen GmbH,0.39%,https://www.stadtwerke-sondershausen.de/emodul/project/upload/service/Stromkennzeichnung_2017.pdf,,Johann-Karl-Wezel-Straße 65,99706,Sondershausen,https://www.stadtwerke-sondershausen.de,A,,,,,,,,,,
True,True,Stadtwerke Speyer GmbH,29.65%,https://www.stadtwerke-speyer.de/de/Privatkunden/Strom/Stromkennzeichnung/Stromkennzeichnung/Stromkennzeichnung-2017.pdf,,Georg-Peter-Süß Str. 2,67346,Speyer,https://www.stadtwerke-speyer.de,A,,,,,,,,,,
True,True,Stadtwerke Springe GmbH,5.73%,https://www.stadtwerke-springe.de/privatkunden/stromprodukte/stromkennzeichnung/,,Zum Oberntor 19,31832,Springe,https://www.stadtwerke-springe.de,A,,,,,,,,,,
True,,Stadtwerke St. Ingbert GmbH,0.00%,https://www.sw-igb.de/strom/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Stade GmbH,0.00%,https://www.stadtwerke-stade.de/de/strom/produkte.html,nicht aktuell,Hansestr. 18,21682,Stade,https://www.stadtwerke-stade.de,A,,,,,,,,,,
True,,Stadtwerke Stadtoldendorf GmbH,0.00%,https://www.stadtwerke-stadtoldendorf.de/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,
True,,Stadtwerke Stadtroda GmbH,0.85%,https://www.stadtwerke-stadtroda.de/service/formulare/informationen-und-erlaeuterungen/#images,,,,,,,,,,,,,,,,
True,True,Stadtwerke Staßfurt GmbH,1.70%,http://www.stadtwerke-stassfurt.de/de/Privatkunden/Strom/Stromkennzeichnung/Stromkennzeichnung/Stromkennzeichnung.pdf,,Athenslebener Weg 15,39418,Staßfurt,http://www.stadtwerke-stassfurt.de,A,,,,,,,,,,
True,,Stadtwerke Steinfurt GmbH,0.21%,https://www.swst.de/produkte/strom/stromkennzeichnung,,,,,,,,,,,,,,,,
True,True,Stadtwerke Stein GmbH & Co. KG,0.21%,https://www.stst.de/de/STROM/Stromkennzeichnung/Strommix.html,,Wilhelmstraße 5,90547,Stein,https://www.stst.de,A,,,,,,,,,,
True,True,Stadtwerke Stendal GmbH,0.66%,http://www.stadtwerke-stendal.de/de/Strom/Stromkennzeichnung/,,Rathenower Str. 1,39576,Stendal,https://www.stadtwerke-stendal.de,A,,,,,,,,,,
True,True,Stadtwerke Stockach GmbH,74.15%,https://www.stadtwerke-stockach.de/de/energie/strom/stromkennzeichnung.html,,Ablaßwiesen 8,78333,Stockach,https://www.stadtwerke-stockach.de,B,,"ENBW Beteiligung: 25,1%",?,,,,x,,, Angebot mit Biogas Anteil
True,True,Stadtwerke Straubing Strom und Gas GmbH,6.51%,https://www.stadtwerke-straubing.com/index.cfm?resid=0&res=1024&sid=2&skt=5187,,Sedanstraße 10 - Heerstraße 43,94315,Straubing,https://www.stadtwerke-straubing.com,B,,"Bayernwerk AG, Beteoligung 19,9%",,,,,,,,
True,True,Stadtwerke Strausberg GmbH,0.00%,https://ssg-strausberg.de/str-stromzusammensetzung.htm,nicht aktuell,Kastanienallee 38,15344,Strausberg,https://ssg-strausberg.de,A,,,,,,,,,,
True,True,Stadtwerke - Strom Plauen GmbH & Co. KG,1.04%,https://www.stadtwerke-strom-plauen.de/de/wissenswertes/stromkennzeichnung/,,Hammerstraße 68,8523,Plauen,https://www.stadtwerke-strom-plauen.de/de/,A,x,,,,x,,,,,
True,True,Stadtwerke Suhl/Zella-Mehlis GmbH,0.00%,https://www.swsz.de/privatkunden/produkte/strom/stromkennzeichnung.html,nicht aktuell,Fröhliche-Mann-Straße 2,98528,Suhl,https://www.swsz.de,A,,,,,,,,,,
True,,Stadtwerke Sulzbach/Saar GmbH,0.00%,https://www.stadtwerke-sulzbach.de/product/1,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Tecklenburger Land Energie GmbH,11.89%,https://www.stadtwerke-tecklenburgerland.de/produkte/strom/produkte/mein-te-strom-garant-pk.html?tx_onlineservice_product%5BlocalSettings%5D%5Bcustomer%5D=0&tx_onlineservice_product%5BlocalSettings%5D%5Bsupply%5D=0&tx_onlineservice_product%5Baction%5D=detailZip&tx_onlineservice_product%5Bcontroller%5D=Product&cHash=5c580833fc83638ce842529fc805fae3,,Zechenstraße 10,49477,Ibbenbüren,https://www.stadtwerke-tecklenburgerland.de,?,,,,,,,,,x,
True,True,Stadtwerke Teterow GmbH,0.00%,https://sw-teterow.de/downloadcenter,nicht aktuell,Gasstraße 26,17166,Teterow,https://sw-teterow.de,A,,,,,,,,,,
True,True,Stadtwerke Thale GmbH,3.18%,https://www.stadtwerke-thale.de/de/privatkunden/thalestrom/stromherkunftsnachweis/index.html,,Tunnelweg 2,6502,Thale,https://www.stadtwerke-thale.de,A,,,,,,,,,,
True,,Stadtwerke Tirschenreuth,20.13%,https://www.stadtwerke-tir.de/fileadmin/user_upload/Downloads/strom/Emix.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Torgau GmbH,3.97%,https://stadtwerke-torgau.de/unternehmen/ueber-uns/veroeffentlichungen/,,Fischerdörfchen 11,4860,Torgau,https://stadtwerke-torgau.de,A,,,,,,,,,,
True,True,Stadtwerke Tornesch GmbH,0.00%,https://www.sw-tornesch.de/de/Energie-Wasser/Strom/Stromkennzeichnung/,FEHLER mit EEG,Esinger Straße 1,25436,Tornesch,https://www.sw-tornesch.de,A,,,,,,,,,,
True,True,Stadtwerke Traunstein GmbH & Co. KG,70.06%,https://www.stadtwerketraunstein.de/produkte-preise/strom/stromkennzeichnung/,,Gasstrasse 37,83278,Traunstein,https://www.stadtwerketraunstein.de,A,,,,,,,,,,
True,True,Stadtwerke Treuchtlingen,8.28%,https://www.sw-trl.de/fileadmin/Strom/Stromkennzeichnung_2017.pdf,,Dürerstraße 26,91757,Treuchtlingen,https://www.sw-trl.de,A,,,,,,,,,,
True,True,Stadtwerke Troisdorf GmbH,100.00%,https://www.stadtwerke-troisdorf.de/strom/stromkennzeichnung/,,Poststr. 105,53840,Troisdorf,https://www.stadtwerke-troisdorf.de,R,,,?,,,,X,Renewable PLUS,,
True,True,Stadtwerke Trostberg Stromversorgung GmbH,25.90%,https://www.stadtwerke-trostberg.de/07gzqbmuiaewswtrostberg-cms_extract.html?back=true&select_set=Standard&start=20,,Friedrich-Ebert-Str. 2,83308,Trostberg,https://www.stadtwerke-trostberg.de,A,,,,,,,,,,
True,True,Stadtwerke Tübingen GmbH,39.26%,https://www.swtue.de/energie/strom/fragen-zur-stromversorgung.html,,Eisenhutstr.6,72072,Tübingen,https://www.swtue.de,A,,,,,,,,,,
True,True,Stadtwerke Tuttlingen GmbH,41.40%,https://www.swtenergie.de/produkte/strom/,,Bahnhofstr. 120,78532,Tuttlingen,https://www.swtenergie.de,A,,,,,,,,,,
True,True,Stadtwerke Uelzen GmbH,85.14%,https://www.stadtwerke-uelzen.de/Files/downloads/Stromkennzeichnung%202017_smart%20w%C3%A4rme_1541665048.pdf,,Im neuen Felde 105,29525,Uelzen,https://www.stadtwerke-uelzen.de,A,,,,,,,,,,
True,,Stadtwerke Uetersen GmbH,91.52%,https://www.stadtwerkeuetersen.de/de/Kopfnavigation/Privatkunden/Privatkunden/2019-Preisblatt-SWUeTornesch-20181213.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Uffenheim,0.00%,https://www.stadtwerke-uffenheim.de/strom/stromprodukte/,nicht aktuell,Ringstraße 10,97215,Uffenheim,https://www.stadtwerke-uffenheim.de,A,,,,,,,,,,
True,True,Stadtwerke Unna GmbH,59.87%,https://www.sw-unna.de/tarife/strom/stromkennzeichnung/,,Heinrich-Hertz-Str. 2,59423,Unna,https://www.sw-unna.de,A,,,,,,,,,,
True,True,Stadtwerke Uslar GmbH,0.00%,https://www.stadtwerke-uslar.de/strom/kennzeichnung.html,nicht aktuell,Alleestr. 6-8,37170,Uslar,https://www.stadtwerke-uslar.de,R?,?,,?,,,,,,,
True,,Stadtwerke Velbert GmbH,0.00%,https://www.stadtwerke-velbert.de/privatkunden-service/downloadcenter/,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Velten GmbH,0.21%,https://www.stadtwerke-velten.de/strom/stromkennzeichnung,,Viktoriastr. 12,16727,Velten,https://www.stadtwerke-velten.de,A,,,,,,,,,,
True,True,Stadtwerke Verden GmbH,11.04%,https://www.stadtwerke-verden.de/privatkunden/produkte/strom.html,,Weserstraße 26,27283,Verden,https://www.stadtwerke-verden.de,A,,,,,,,,,,
True,True,Stadtwerke Viernheim GmbH,42.89%,https://www.stadtwerke-viernheim.de/service/veroeffentlichungspflichten/stromkennzeichung.html,,Industriestraße 2,68519,Viernheim,https://www.stadtwerke-viernheim.de,A,,,,,,,,,,
True,True,Stadtwerke Villingen-Schwenningen GmbH,14.63%,https://www.svs-energie.de/produkte-dienstleistungen/strom/strommix.html,,Pforzheimer Str. 1,78048,Villingen-Schwenningen,https://www.svs-energie.de,A,,,,,,,,,,
True,True,Stadtwerke Vilsbiburg,2.99%,"https://www.stw-vilsbiburg.de/index.php?id=0,343",,Kindlmühlestraße 2,84137,Vilsbiburg,https://www.stw-vilsbiburg.de,A,,,,,,,,,,
True,,Stadtwerke Vilshofen GmbH,0.00%,https://www.stadtwerke-vilshofen.de/,nicht vorhanden,,,,,,,,,,,,,,,
True,,Stadtwerke Vlotho GmbH,0.00%,https://www.stadtwerke-vlotho.de/wp-content/uploads/2018/05/Preisblatt-Vlotho-Strom-01_01_18.pdf,nicht aktuell,,,,,,,,,,,,,,,
True,,Stadtwerke Voerde GmbH,100.00%,https://www.stadtwerke-voerde.de/oekostrom/allgemeine-hinweise/stromkennzeichnung/,,,,,,,,,,,,,,,,
True,,Stadtwerke Völklingen Vertrieb GmbH,0.00%,https://www.my-stadtwerk.de/,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Wachenheim,0.00%,https://www.swwachenheim.de/downloads-960.html,nicht aktuell,Weinstr. 16,67157,Wachenheim,https://www.swwachenheim.de,R?,"0,8% Gas",,?,,,,,,,
True,,Stadtwerke Wadern GmbH,0.00%,https://www.swwadern.de/,nicht aktuell,,,,,,,,,,,,,,,
True,True,Stadtwerke Waiblingen GmbH,6.57%,https://www.stadtwerke-waiblingen.de/index.php/stromkennzeichnung.html,,Schorndorfer Straße 67,71332,Waiblingen,https://stadtwerke-waiblingen.de,A,,,,,,,,,,
True,,Stadtwerke Waldkirchen,-3.64%,https://stadtwerke-waldkirchen.de/wp-content/uploads/2018/10/Stromkennzeichnung-2017.pdf,FEHLER negativer Ökostrombetrag?,,,,,,,,,,,,,,,
True,True,Stadtwerke Waldkirch GmbH,100.00%,https://www.stadtwerke-waldkirch.de/fileadmin/user_upload/download/strom/Grafik_Stromkennzeichnung_2018.pdf,,Fabrikstraße 15,79183,Waldkirch,http://www.stadtwerke-waldkirch.de,R,,,,,,,X,,,
True,True,Stadtwerke Waldkraiburg GmbH,0.42%,https://www.waldkraiburg.de/de/stromkennzeichnung/,,Meisenweg 1,84478,Waldkraiburg,https://www.waldkraiburg.de,A,,,,,,,,,,
True,,Stadtwerke Waldmünchen,2.55%,https://stadtwerke-waldmuenchen.de/Stromkennzeichung_WUM_2017.pdf,,,,,,,,,,,,,,,,
True,True,Stadtwerke Waldshut-Tiengen GmbH,84.08%,http://www.stadtwerke-wt.de/de/Strom/Stromkennzeichnung/,,Peter-Thumb-Str. 1,79761,Waldshut-Tiengen,https://www.stadtwerke-wt.de,A,,,,,,,,,,
True,True,Stadtwerke Walldorf GmbH & Co. KG,11.46%,https://www.stadtwerke-walldorf.de/produkte/strom/#1540288961590-b2db8623-81f0,,Altrottstraße 39,69190,Walldorf,https://www.stadtwerke-walldorf.de,A,,,,,,,,,,
True,,Stadtwerke Walldürn GmbH,0.21%,https://www.sw-wallduern.de/produkte/strom/strommix,,,,,,,,,,,,,,,,
True,,Stadtwerke Waltrop GmbH & Co. KG,44.37%,https://www.stadtwerke-waltrop.de/fileadmin/dokumente/SWW_Energietraegermix_2017.png,,,,,,,,,,,,,,,,
True,,Stadtwerke Waren GmbH,0.42%,"https://www.stadtwerke-waren.de/01,03,00.html",,,,,,,,,,,,,,,,
True,True,Stadtwerke Wasserburg a. Inn,35.03%,http://www.stadtwerke-wasserburg.de/Stromkennzeichnung%202017.pdf,,Max-Emanuel-Platz 6,83512,Wasserburg a. Inn,http://www.stadtwerke-wasserburg.de,A,,,,,,,,,,
True,True,Stadtwerke Wedel GmbH,57.11%,https://www.stadtwerke-wedel.de/de/Energie-Wasser/Linke-Seite/Strommix-2017-Stadtwerke-Wedel-GmbH.pdf,,Feldstraße 150,22880,Wedel,https://www.stadtwerke-wedel.de,A,,,,,,,,,,
True,True,Stadtwerke Weiden i.d.OPf.,17.14%,https://www.stadtwerke-weiden.de/_Resources/Persistent/c5c5f95666010f28294717700bb5bdb7d0ef871c/Stromkennzeichnung%202017%20Internet.jpg,,Gaswerkstr. 20,92637,Weiden i.d.OPf.,https://stadtwerke-weiden.de,A,,,,,,,,,,
